review_text_processed,polarity
sempre gostei de comprar com voces mas estou chateada pela minha fritadeira que deu problemas e o correio esta em greve e acho que vcs deveriam coletar meu produto e mandar para assistencia tecnica.,1
"produto veio errado. o produto usado,sem manual do usuario,veio completamente solto dentro da caixa,mal embalado. fone nao e original.enfim, decepcao total. cancelamento solicitado.",0
sim muito bom recomendado,1
blz,1
"foi tudo bom, so os correios que entraram em uma greve que atrasou a entrega, nada mais, nao foi culpa da loja.",1
"sinceramente, nao gostei de como voces embalaram o produto. parece que foi de qualquer jeito minha primeira vez comprando por essa loja e tive uma pessima experiencia.",0
"minha progressiva chegou violada, alem nao estar lacrada veio com a quantidade de produto a menos, faltando mais ou menos 200 ml.",0
o produto e de excelente qualidade. entrega antes do prazo. sou cliente antigo. aqui encontro tudo que preciso e com um preco justo.,1
o produto ainda nao chegou na minha casa.,0
"o produto chegou antes do prazo o que posso dizer e que as lannister e uma loja que se preocupa com o seu consumidor, e quando eu precisar compra novamente irei comprar so nas lannister. obrigado.",1
produto excelente,1
relogio com ferrugem na caixa,0
acredito que a compra tenha sido cancelada.,0
otima compra.,1
"nao compraria em momento algum novamente nessa loja . confiei e comprei o produto que eu conheco, marca que eu conheco e veio algo totalmente diferente. nao indico. estou frustrada.",0
"so faltou o home-theater. prazo vencido. e para uma escola, tinha urgencia.",0
chegou bem antes,1
estou satisfeito.,1
produto adaquirido chegou muito antes do prazo.,1
loja que tem respeito ao cliente!,1
produto bom,1
entao recebi um produto diferente da imagem que vi na internet....,1
otimo produto entregue antes do prazo estipulado... recomendo...,1
"entrega e servico perfeito,so o produto que nao cumpriu o que prometia. escova rotativa muito fraca e fica com cheiro forte de queimado",1
"estava quase tudo perfeito, exceto que na foto parece ser uma coisa e o produto fisico e diferente!",1
"o produto e legal mas bem mal acabado. a xicara e fantastica. a base de madeira e bem feinha, mas no custo beneficio valeu apena.",1
"produto aderente, facil aplicacao, sem nenhum defeito ficou lindo no quarto do meu bernardo ;)",1
"nao tenho informacoes nenhuma do meu pedido, se vou recebe-lo ou o problema que aconteceu. nao consigo contato para essas devidas informacoes.",0
demora demasiada na entrega,0
"muito bom o material, recomendo a todos.",1
"produto de otima qualidade, adorei sem falar que fiz o pedido em um dia e ja chegou no outro !!!! super recomendo😊",1
"como de costume, a lannister manda muito bem no servico e o relogio era tudo que eu esperava, estou muito satisfeito",1
entrega super rapida e produto de otima qualidade.,1
eu nao recomendo esta empresa para ninguem pos ela nao cumpri com sua obrigacao estou muito chateado com ela,0
so que era presente e demorou chegar,1
"chegou antes do prazo, muito bem embalado, voltarei a comprar com certeza. em breve.",1
nao recebi o produto,0
"super recomendo! entrega rapida, tudo ok como produto",1
"as lojas lannister como sempre pontual com seus clientes, parabens!!!",1
"minha primeira compra online na loja,comprarei mais com certeza...",1
servi ao exercito em 1968 usava os tralheres mas eram menores e o encaixa de articulacao muito melhores estes tenho que fazer curso para n me cortar na faca ao abrir e fechar. ruim e perigoso encaixe,0
entrei em contato com o vendedor no dia 16 pela ultima vez e disseram que era problema com o correio. ate hoje nada.,0
a cortina veio uma parte maior do que a outra! muita diferenca mesmo!,0
tudo certo,1
recebi apenas 1 item e comprei dois! estou aguardando retorno de voces.,0
"insatisfeita c a entrega, pois paguei o frete. e tive que ir retirar na lj dos correios.",1
sempre compro no site da lannister e sempre recebo antes do prazo e tudo dentro do esperado.,1
muito satisfeita o produto chegou antes do esperado!,1
"estou aguardando a entrega, que foi programada para dia 04/01/2018",0
"01-65096389 pedido referente a tres cortinas pvc corta luz, duas foram entregues ,uma nao , e aparece no status do pedido como todos os produto entregue .",0
chegou bem embalado e no prazo. recomendo o produto e o vendedor.,1
"entrega rapida antes do prazo, objeto muito bom de acordo com o anuncio.",1
entrega rapida e antes do prazo. excelente!,1
produto atende minhas espectativas,1
amei a qualidade e o designer!!!,1
entregue antes do prazo estipulado ...,1
"produto bem inferior ao que parece no site baratheon , de baixa qualidade material e sem descricao satisfatoria, nao gostei e com certeza nao vou voltar a comprar desta empresa targaryen. obrigado",0
recebi antes do prazo,1
compra efetuada em 03=02- 2018 fico no aguardo da minha compra peco agilizar grato luiz,0
confiavel,1
comprei um patinete pra minha filha recebi uma escova rotatoria to aguardando ate agora a troca e nada,0
otimo,1
"entrega rapida ,super recomendo..obrigada",1
"pedi um produto e no lugar veio outro responsavel ficou de enviar p correto, estou aguardando",0
servico rapido,1
meu produto so nao esta nas minhas maos por erro meu,1
fiz o pedido e nao veio.,0
"o produto nao foi entregue, porem esta pago",0
so poderia entregar mais rapido fim de ano,1
"pelo que parece o produto foi extraviado pelos correios / carga roubada , e simplesmente nao tenho nenhuma explicacao ou retorno da empresa. ja tentei contato com as lannister e protocolo.",0
as bolsas sao lindas. gostei bastante.,1
entrega realizada bem antes do prazo,1
produto conforme o esperado,1
"nao recebemos o produto dentro do prazo, nem recebemos qualquer comunicado avisando o atraso.",0
quero o cartao de credito das lojas lannister! minha satisfacao e plena!,1
produto de otima qualidade e entrega super rapido.,1
satisfeita com o atendimento.,1
solicitei cancelamento e estou aguardando o retorno. nao entendi porque estao me enviando essa avaliacao...,0
muito rapido,1
tudo certo,1
otimo.,1
"gostei muito do produto. chegou antes do prazo previsto e em otimo estado. eu recomendo essa loja,amei.",1
"boa tarde, os produtos foram entregues ontem em pleno domingo, no qual nao haviam pessoas responsaveis pelo recebimento de mercadorias, o qual ficaram faltando 4 cadeiras.",0
"produto muito bom como descrito no anuncio, chegou antes do prazo estimado.",1
"muito bonita e sofisticada, ainda nao instalei, mas gostei.",1
nao recebi o produto!,0
"comprei um kit de carrinho e bebe conforto, so foi entregue o carrinho, estou ha 3 dias entrando em contato por e-mail com a lojas lannister e a targaryen, ate agora nem um email sequer de retorno.",0
chegou conforme anunciado,1
produto entregue ate antes do prazo. em prefeitas condicoes. super recomendo.,1
ok,1
"dos dois produtos listados como entregue , o unico que veio foi a necessarie. o colar nao chegou ate o presente momento .",0
produto nao foi entregue no prazo.. solicito o estorno do valor ja pago...,0
a caixa transporte nao foi entregue e o pedido aparece baixado,0
muito bom o produto e um otimo design.,1
produto bom. entrega muito rapida.,1
recomendo otimo atendimento prazo curto de entrega.,1
recomendo,1
sempre gostei de efetuar compra na lojas lannister,1
produto com qualidade inferior a esperada,0
gostei muito. cumpriu com as caracteristicas do produto e entrega muito antes do prazo proposto.,1
bom,1
site seguro para compras..,1
"ja comprei varias vezes no site ""lannister"";mas desta ultima vez,fiz uma compra de um toner no 04.10.16 e so prometeram p/ 25.11.16 e ainda nao recebi o produto.",0
entregou super rapido,1
a compra feita dia 8/3 com previsao de entrega em 15/4 ainda nao chegou,0
"o fichario e otimo, gostei muito. o bolso que vem dentro e meio largo e nao tem elastico, logo no transporte as coisas guardadas ali saem para fora... mas tirando isso ele e perfeito",1
recebi o produto bem embalado e no prazo informado.,1
otimo produto,1
muito bom,1
a caixa do produto chegou amassada. os correios informaram q o vendedor nao optou pela embalagem apropriada e quem deveria responder por isso seria o proprio vendedor e nao quiseram levar a mercadoria,0
"otimo, produto veio muito bem embalado, dentro de varios plasticos bolha, chegou antes do prazo!",1
nao recebi o produto!,0
produto de otima qualidade e chegou dentro do prazo!,1
chegou no prazo e em otimas condicoes. parabens.,1
eu recomendo essa loja.?,1
fiquei insatisfeito em relacao ao prazo de validade estar em condicoes impossiveis de se ler. vou consumi-lo confiando na loja mas ao mesmo tempo desconfiando se essa promocao nao era por isso.,0
"cancelei ha tempos, enviaram mesmo assim e nao estornaram os valores",0
super recomendo,1
comprei 2 calculadoras e so recebi 1. a minha secretaria recebeu do correio e assinou. ao abrir vi q so recebi 1 calculadora e na nota fiscal constavam 2. paguei 2 p receber 1!! qual a explicacao!!,0
"otimo bebedouro, leve, a agua do animal nao fica exposto, conserva temperatura agradavel. nao molha o pelo do animal.",1
muito bom!,1
"muito bom, recomendo, tudo dentro do prazo!!!",1
"produto de otima qualidade, e entregou bem antes do prazo",1
valor do frete e um absurdo...mas ainda bem que chegou antes do prazo que era de um mes. mas chegou tudo certo conforme a descricao.,1
nao chega no prazo e ainda nao dao informacoes,0
as tampas nao tem pressao,1
"a carteira e linda, porem e muito grande e for a do padrao das carteiras tradicionais.",0
"apesar pagar frete e ainda ter que ir aos correios buscar a encomenda, o produto veio em bom estado e era exatamente o que eu precisava",1
"produto com qualidade ruim, amassado e descascando. nao recomendo!",0
o produto fala que e felpudo e com mais de 4 cm e nao e oque se fala e demorou entrega,0
"comprei duas luminarias, veio cada uma numa caixa escrito ""fragil"". uma a caixa amassou mas a luminaria tava certinho, entao tudo otimo. mas a outra a luminaria estava quebrada!!!!",0
excelente qualidade. parabens.,1
ate agora nao estornou minha compra que nao foi enviada por causa de estoque e so fui comunicado depois de abrir cancelamento no pedido.,0
voces estao de parabens!!!,1
recebi a encomenda muito bem embalada e em perfeitas condicoes,1
chegou bem antes do tempo e em super boas condicoes!!,1
"o produto recebido era falso. nao veio na embalagem razer, veio numa sacola que estava rasgada. e e falso. o contato usb esta todo arranhado, o programa razer nao reconhece o dispositivo .",0
muito bom chegou bem antes do previsto chegou eh 5 dias corridos parabens a loja muito o atendimento o produto otima qualidade recomendo a qualque pessoas adquirir o produto obrigado,1
"ainda nao usei, mas chegou tudo certo.",1
recebi o produto bem embalado,1
"por enquanto so foi entregue o decantar, a tabua ainda nao chegou, sendo que os dois produtos aparecem como da mesma loja, chegou um e-mail para eu ir retirar nos correios, porem so chegou um deles!!!",0
"adorei a mesinha, de acordo com a descricao. facil de montar e super bonita.",1
"produto totalmente diferente do anunciado ,pessima qualidade",0
gostaria de uma posicao porque meu produto nao chegou,0
estou solicitando a devolucao do produto.,0
"parambeliso toda equipe pelo bom trabalho, e pontudalidade. meus parabens, com o meu abraco a todos. jose carneiro bh mg.",1
encaminhou antes do prazo.,1
produdo atende a necessidade e entrega rapida,1
"recebi somente apenas 1 dos produtos, falta eu receber o massageador facial anti-idade vibracao harmonizacao energy",0
o produto e de alta qualidade... adorei!!!!,1
bom,1
nao gostei desta compra pois a entrega atrasou alem de ter um periodo muito extenso para entregar.,0
tudo certo com o produto e a entrega. recomendo.,1
"muito bom ,entregue no prazo. estou satisfeita!!!",1
"muito bom, ja usei e deu certo o produto",1
"produto bacana, de boa qualidade e chegou em perfeito estado!!!",1
"foi rapido, antes do esperado, estou muito feliz com a compra, parabens a todos.",1
alem de muito bem feita a manta me surpreendeu pelo acabamento e material gostei bastante produto de qualidade muito bonita.,1
excelente vendedor,1
o produto chegou danificado... a pelicula q comprei totalmente quebrada,0
"o produto veio sem os suportes laterais, ja enviei 3 emails e nao recebi nenhum posicionamento ate o momento, muito insatisfeito, falta de organizacao!",0
bom,1
indico! produtos bons atendimento e entrega excelentes!,1
tudo que compro no stark chega antes do tempo previsto! recomendo,1
entregou antes do prazo.,1
recebi so no correio,1
tudo certo,1
"produto mostrado com 3 itens , porem so entregaram 2 itens, portanto estou sevolvendo e pedindo ressarcimento de valor pago",0
o peoduto veio com defeito,0
excelente atendimento. entregue antes do prazo.,1
muito bom,1
vale apena otimos precos,1
entrega rapida ... antes do prazo final,1
"lindo, leve e quentinho,",1
otimo,1
ocorreu tudo ok!,1
"adorei, chegou bem antes do prazo.",1
a entrega foi muito rapida e o produto atendeu as expectativas.,1
